x	y = x^2	y = x
0.166000	0.027556	0.166000
0.167000	0.027889	0.167000
0.168000	0.028224	0.168000
0.169000	0.028561	0.169000
0.170000	0.028900	0.170000
0.171000	0.029241	0.171000
0.172000	0.029584	0.172000
0.173000	0.029929	0.173000
0.174000	0.030276	0.174000
0.175000	0.030625	0.175000
0.176000	0.030976	0.176000
0.177000	0.031329	0.177000
0.178000	0.031684	0.178000
0.179000	0.032041	0.179000
0.180000	0.032400	0.180000
0.181000	0.032761	0.181000
0.182000	0.033124	0.182000
0.183000	0.033489	0.183000
0.184000	0.033856	0.184000
0.185000	0.034225	0.185000
0.186000	0.034596	0.186000
0.187000	0.034969	0.187000
0.188000	0.035344	0.188000
0.189000	0.035721	0.189000
0.190000	0.036100	0.190000
0.191000	0.036481	0.191000
0.192000	0.036864	0.192000
0.193000	0.037249	0.193000
0.194000	0.037636	0.194000
0.195000	0.038025	0.195000
0.196000	0.038416	0.196000
0.197000	0.038809	0.197000
0.198000	0.039204	0.198000
0.199000	0.039601	0.199000
0.200000	0.040000	0.200000
0.201000	0.040401	0.201000
0.202000	0.040804	0.202000
0.203000	0.041209	0.203000
0.204000	0.041616	0.204000
0.205000	0.042025	0.205000
0.206000	0.042436	0.206000
0.207000	0.042849	0.207000
0.208000	0.043264	0.208000
0.209000	0.043681	0.209000
0.210000	0.044100	0.210000
0.211000	0.044521	0.211000
0.212000	0.044944	0.212000
0.213000	0.045369	0.213000
0.214000	0.045796	0.214000
0.215000	0.046225	0.215000
0.216000	0.046656	0.216000
0.217000	0.047089	0.217000
0.218000	0.047524	0.218000
0.219000	0.047961	0.219000
0.220000	0.048400	0.220000
0.221000	0.048841	0.221000
0.222000	0.049284	0.222000
0.223000	0.049729	0.223000
0.224000	0.050176	0.224000
0.225000	0.050625	0.225000
0.226000	0.051076	0.226000
0.227000	0.051529	0.227000
0.228000	0.051984	0.228000
0.229000	0.052441	0.229000
0.230000	0.052900	0.230000
0.231000	0.053361	0.231000
0.232000	0.053824	0.232000
0.233000	0.054289	0.233000
0.234000	0.054756	0.234000
0.235000	0.055225	0.235000
0.236000	0.055696	0.236000
0.237000	0.056169	0.237000
0.238000	0.056644	0.238000
0.239000	0.057121	0.239000
0.240000	0.057600	0.240000
0.241000	0.058081	0.241000
0.242000	0.058564	0.242000
0.243000	0.059049	0.243000
0.244000	0.059536	0.244000
0.245000	0.060025	0.245000
0.246000	0.060516	0.246000
0.247000	0.061009	0.247000
0.248000	0.061504	0.248000
0.249000	0.062001	0.249000
0.250000	0.062500	0.250000
0.251000	0.063001	0.251000
0.252000	0.063504	0.252000
0.253000	0.064009	0.253000
0.254000	0.064516	0.254000
0.255000	0.065025	0.255000
0.256000	0.065536	0.256000
0.257000	0.066049	0.257000
0.258000	0.066564	0.258000
0.259000	0.067081	0.259000
0.260000	0.067600	0.260000
0.261000	0.068121	0.261000
0.262000	0.068644	0.262000
0.263000	0.069169	0.263000
0.264000	0.069696	0.264000
0.265000	0.070225	0.265000
0.266000	0.070756	0.266000
0.267000	0.071289	0.267000
0.268000	0.071824	0.268000
0.269000	0.072361	0.269000
0.270000	0.072900	0.270000
0.271000	0.073441	0.271000
0.272000	0.073984	0.272000
0.273000	0.074529	0.273000
0.274000	0.075076	0.274000
0.275000	0.075625	0.275000
0.276000	0.076176	0.276000
0.277000	0.076729	0.277000
0.278000	0.077284	0.278000
0.279000	0.077841	0.279000
0.280000	0.078400	0.280000
0.281000	0.078961	0.281000
0.282000	0.079524	0.282000
0.283000	0.080089	0.283000
0.284000	0.080656	0.284000
0.285000	0.081225	0.285000
0.286000	0.081796	0.286000
0.287000	0.082369	0.287000
0.288000	0.082944	0.288000
0.289000	0.083521	0.289000
0.290000	0.084100	0.290000
0.291000	0.084681	0.291000
0.292000	0.085264	0.292000
0.293000	0.085849	0.293000
0.294000	0.086436	0.294000
0.295000	0.087025	0.295000
0.296000	0.087616	0.296000
0.297000	0.088209	0.297000
0.298000	0.088804	0.298000
0.299000	0.089401	0.299000
0.300000	0.090000	0.300000
0.301000	0.090601	0.301000
0.302000	0.091204	0.302000
0.303000	0.091809	0.303000
0.304000	0.092416	0.304000
0.305000	0.093025	0.305000
0.306000	0.093636	0.306000
0.307000	0.094249	0.307000
0.308000	0.094864	0.308000
0.309000	0.095481	0.309000
0.310000	0.096100	0.310000
0.311000	0.096721	0.311000
0.312000	0.097344	0.312000
0.313000	0.097969	0.313000
0.314000	0.098596	0.314000
0.315000	0.099225	0.315000
0.316000	0.099856	0.316000
0.317000	0.100489	0.317000
0.318000	0.101124	0.318000
0.319000	0.101761	0.319000
0.320000	0.102400	0.320000
0.321000	0.103041	0.321000
0.322000	0.103684	0.322000
0.323000	0.104329	0.323000
0.324000	0.104976	0.324000
0.325000	0.105625	0.325000
0.326000	0.106276	0.326000
0.327000	0.106929	0.327000
0.328000	0.107584	0.328000
0.329000	0.108241	0.329000
0.330000	0.108900	0.330000
0.331000	0.109561	0.331000
0.332000	0.110224	0.332000
0.333000	0.110889	0.333000
0.334000	0.111556	0.334000
0.335000	0.112225	0.335000
0.336000	0.112896	0.336000
0.337000	0.113569	0.337000
0.338000	0.114244	0.338000
0.339000	0.114921	0.339000
0.340000	0.115600	0.340000
0.341000	0.116281	0.341000
0.342000	0.116964	0.342000
0.343000	0.117649	0.343000
0.344000	0.118336	0.344000
0.345000	0.119025	0.345000
0.346000	0.119716	0.346000
0.347000	0.120409	0.347000
0.348000	0.121104	0.348000
0.349000	0.121801	0.349000
0.350000	0.122500	0.350000
0.351000	0.123201	0.351000
0.352000	0.123904	0.352000
0.353000	0.124609	0.353000
0.354000	0.125316	0.354000
0.355000	0.126025	0.355000
0.356000	0.126736	0.356000
0.357000	0.127449	0.357000
0.358000	0.128164	0.358000
0.359000	0.128881	0.359000
0.360000	0.129600	0.360000
0.361000	0.130321	0.361000
0.362000	0.131044	0.362000
0.363000	0.131769	0.363000
0.364000	0.132496	0.364000
0.365000	0.133225	0.365000
0.366000	0.133956	0.366000
0.367000	0.134689	0.367000
0.368000	0.135424	0.368000
0.369000	0.136161	0.369000
0.370000	0.136900	0.370000
0.371000	0.137641	0.371000
0.372000	0.138384	0.372000
0.373000	0.139129	0.373000
0.374000	0.139876	0.374000
0.375000	0.140625	0.375000
0.376000	0.141376	0.376000
0.377000	0.142129	0.377000
0.378000	0.142884	0.378000
0.379000	0.143641	0.379000
0.380000	0.144400	0.380000
0.381000	0.145161	0.381000
0.382000	0.145924	0.382000
0.383000	0.146689	0.383000
0.384000	0.147456	0.384000
0.385000	0.148225	0.385000
0.386000	0.148996	0.386000
0.387000	0.149769	0.387000
0.388000	0.150544	0.388000
0.389000	0.151321	0.389000
0.390000	0.152100	0.390000
0.391000	0.152881	0.391000
0.392000	0.153664	0.392000
0.393000	0.154449	0.393000
0.394000	0.155236	0.394000
0.395000	0.156025	0.395000
0.396000	0.156816	0.396000
0.397000	0.157609	0.397000
0.398000	0.158404	0.398000
0.399000	0.159201	0.399000
0.400000	0.160000	0.400000
0.401000	0.160801	0.401000
0.402000	0.161604	0.402000
0.403000	0.162409	0.403000
0.404000	0.163216	0.404000
0.405000	0.164025	0.405000
0.406000	0.164836	0.406000
0.407000	0.165649	0.407000
0.408000	0.166464	0.408000
0.409000	0.167281	0.409000
0.410000	0.168100	0.410000
0.411000	0.168921	0.411000
0.412000	0.169744	0.412000
0.413000	0.170569	0.413000
0.414000	0.171396	0.414000
0.415000	0.172225	0.415000
0.416000	0.173056	0.416000
0.417000	0.173889	0.417000
0.418000	0.174724	0.418000
0.419000	0.175561	0.419000
0.420000	0.176400	0.420000
0.421000	0.177241	0.421000
0.422000	0.178084	0.422000
0.423000	0.178929	0.423000
0.424000	0.179776	0.424000
0.425000	0.180625	0.425000
0.426000	0.181476	0.426000
0.427000	0.182329	0.427000
0.428000	0.183184	0.428000
0.429000	0.184041	0.429000
0.430000	0.184900	0.430000
0.431000	0.185761	0.431000
0.432000	0.186624	0.432000
0.433000	0.187489	0.433000
0.434000	0.188356	0.434000
0.435000	0.189225	0.435000
0.436000	0.190096	0.436000
0.437000	0.190969	0.437000
0.438000	0.191844	0.438000
0.439000	0.192721	0.439000
0.440000	0.193600	0.440000
0.441000	0.194481	0.441000
0.442000	0.195364	0.442000
0.443000	0.196249	0.443000
0.444000	0.197136	0.444000
0.445000	0.198025	0.445000
0.446000	0.198916	0.446000
0.447000	0.199809	0.447000
0.448000	0.200704	0.448000
0.449000	0.201601	0.449000
0.450000	0.202500	0.450000
0.451000	0.203401	0.451000
0.452000	0.204304	0.452000
0.453000	0.205209	0.453000
0.454000	0.206116	0.454000
0.455000	0.207025	0.455000
0.456000	0.207936	0.456000
0.457000	0.208849	0.457000
0.458000	0.209764	0.458000
0.459000	0.210681	0.459000
0.460000	0.211600	0.460000
0.461000	0.212521	0.461000
0.462000	0.213444	0.462000
0.463000	0.214369	0.463000
0.464000	0.215296	0.464000
0.465000	0.216225	0.465000
0.466000	0.217156	0.466000
0.467000	0.218089	0.467000
0.468000	0.219024	0.468000
0.469000	0.219961	0.469000
0.470000	0.220900	0.470000
0.471000	0.221841	0.471000
0.472000	0.222784	0.472000
0.473000	0.223729	0.473000
0.474000	0.224676	0.474000
0.475000	0.225625	0.475000
0.476000	0.226576	0.476000
0.477000	0.227529	0.477000
0.478000	0.228484	0.478000
0.479000	0.229441	0.479000
0.480000	0.230400	0.480000
0.481000	0.231361	0.481000
0.482000	0.232324	0.482000
0.483000	0.233289	0.483000
0.484000	0.234256	0.484000
0.485000	0.235225	0.485000
0.486000	0.236196	0.486000
0.487000	0.237169	0.487000
0.488000	0.238144	0.488000
0.489000	0.239121	0.489000
0.490000	0.240100	0.490000
0.491000	0.241081	0.491000
0.492000	0.242064	0.492000
0.493000	0.243049	0.493000
0.494000	0.244036	0.494000
0.495000	0.245025	0.495000
0.496000	0.246016	0.496000
0.497000	0.247009	0.497000
0.498000	0.248004	0.498000
0.499000	0.249001	0.499000
0.500000	0.250000	0.500000
0.501000	0.251001	0.501000
0.502000	0.252004	0.502000
0.503000	0.253009	0.503000
0.504000	0.254016	0.504000
0.505000	0.255025	0.505000
0.506000	0.256036	0.506000
0.507000	0.257049	0.507000
0.508000	0.258064	0.508000
0.509000	0.259081	0.509000
0.510000	0.260100	0.510000
0.511000	0.261121	0.511000
0.512000	0.262144	0.512000
0.513000	0.263169	0.513000
0.514000	0.264196	0.514000
0.515000	0.265225	0.515000
0.516000	0.266256	0.516000
0.517000	0.267289	0.517000
0.518000	0.268324	0.518000
0.519000	0.269361	0.519000
0.520000	0.270400	0.520000
0.521000	0.271441	0.521000
0.522000	0.272484	0.522000
0.523000	0.273529	0.523000
0.524000	0.274576	0.524000
0.525000	0.275625	0.525000
0.526000	0.276676	0.526000
0.527000	0.277729	0.527000
0.528000	0.278784	0.528000
0.529000	0.279841	0.529000
0.530000	0.280900	0.530000
0.531000	0.281961	0.531000
0.532000	0.283024	0.532000
0.533000	0.284089	0.533000
0.534000	0.285156	0.534000
0.535000	0.286225	0.535000
0.536000	0.287296	0.536000
0.537000	0.288369	0.537000
0.538000	0.289444	0.538000
0.539000	0.290521	0.539000
0.540000	0.291600	0.540000
0.541000	0.292681	0.541000
0.542000	0.293764	0.542000
0.543000	0.294849	0.543000
0.544000	0.295936	0.544000
0.545000	0.297025	0.545000
0.546000	0.298116	0.546000
0.547000	0.299209	0.547000
0.548000	0.300304	0.548000
0.549000	0.301401	0.549000
0.550000	0.302500	0.550000
0.551000	0.303601	0.551000
0.552000	0.304704	0.552000
0.553000	0.305809	0.553000
0.554000	0.306916	0.554000
0.555000	0.308025	0.555000
0.556000	0.309136	0.556000
0.557000	0.310249	0.557000
0.558000	0.311364	0.558000
0.559000	0.312481	0.559000
0.560000	0.313600	0.560000
0.561000	0.314721	0.561000
0.562000	0.315844	0.562000
0.563000	0.316969	0.563000
0.564000	0.318096	0.564000
0.565000	0.319225	0.565000
0.566000	0.320356	0.566000
0.567000	0.321489	0.567000
0.568000	0.322624	0.568000
0.569000	0.323761	0.569000
0.570000	0.324900	0.570000
0.571000	0.326041	0.571000
0.572000	0.327184	0.572000
0.573000	0.328329	0.573000
0.574000	0.329476	0.574000
0.575000	0.330625	0.575000
0.576000	0.331776	0.576000
0.577000	0.332929	0.577000
0.578000	0.334084	0.578000
0.579000	0.335241	0.579000
0.580000	0.336400	0.580000
0.581000	0.337561	0.581000
0.582000	0.338724	0.582000
0.583000	0.339889	0.583000
0.584000	0.341056	0.584000
0.585000	0.342225	0.585000
0.586000	0.343396	0.586000
0.587000	0.344569	0.587000
0.588000	0.345744	0.588000
0.589000	0.346921	0.589000
0.590000	0.348100	0.590000
0.591000	0.349281	0.591000
0.592000	0.350464	0.592000
0.593000	0.351649	0.593000
0.594000	0.352836	0.594000
0.595000	0.354025	0.595000
0.596000	0.355216	0.596000
0.597000	0.356409	0.597000
0.598000	0.357604	0.598000
0.599000	0.358801	0.599000
0.600000	0.360000	0.600000
0.601000	0.361201	0.601000
0.602000	0.362404	0.602000
0.603000	0.363609	0.603000
0.604000	0.364816	0.604000
0.605000	0.366025	0.605000
0.606000	0.367236	0.606000
0.607000	0.368449	0.607000
0.608000	0.369664	0.608000
0.609000	0.370881	0.609000
0.610000	0.372100	0.610000
0.611000	0.373321	0.611000
0.612000	0.374544	0.612000
0.613000	0.375769	0.613000
0.614000	0.376996	0.614000
0.615000	0.378225	0.615000
0.616000	0.379456	0.616000
0.617000	0.380689	0.617000
0.618000	0.381924	0.618000
0.619000	0.383161	0.619000
0.620000	0.384400	0.620000
0.621000	0.385641	0.621000
0.622000	0.386884	0.622000
0.623000	0.388129	0.623000
0.624000	0.389376	0.624000
0.625000	0.390625	0.625000
0.626000	0.391876	0.626000
0.627000	0.393129	0.627000
0.628000	0.394384	0.628000
0.629000	0.395641	0.629000
0.630000	0.396900	0.630000
0.631000	0.398161	0.631000
0.632000	0.399424	0.632000
0.633000	0.400689	0.633000
0.634000	0.401956	0.634000
0.635000	0.403225	0.635000
0.636000	0.404496	0.636000
0.637000	0.405769	0.637000
0.638000	0.407044	0.638000
0.639000	0.408321	0.639000
0.640000	0.409600	0.640000
0.641000	0.410881	0.641000
0.642000	0.412164	0.642000
0.643000	0.413449	0.643000
0.644000	0.414736	0.644000
0.645000	0.416025	0.645000
0.646000	0.417316	0.646000
0.647000	0.418609	0.647000
0.648000	0.419904	0.648000
0.649000	0.421201	0.649000
0.650000	0.422500	0.650000
0.651000	0.423801	0.651000
0.652000	0.425104	0.652000
0.653000	0.426409	0.653000
0.654000	0.427716	0.654000
0.655000	0.429025	0.655000
0.656000	0.430336	0.656000
0.657000	0.431649	0.657000
0.658000	0.432964	0.658000
0.659000	0.434281	0.659000
0.660000	0.435600	0.660000
0.661000	0.436921	0.661000
0.662000	0.438244	0.662000
0.663000	0.439569	0.663000
0.664000	0.440896	0.664000
0.665000	0.442225	0.665000
0.666000	0.443556	0.666000
0.667000	0.444889	0.667000
0.668000	0.446224	0.668000
0.669000	0.447561	0.669000
0.670000	0.448900	0.670000
0.671000	0.450241	0.671000
0.672000	0.451584	0.672000
0.673000	0.452929	0.673000
0.674000	0.454276	0.674000
0.675000	0.455625	0.675000
0.676000	0.456976	0.676000
0.677000	0.458329	0.677000
0.678000	0.459684	0.678000
0.679000	0.461041	0.679000
0.680000	0.462400	0.680000
0.681000	0.463761	0.681000
0.682000	0.465124	0.682000
0.683000	0.466489	0.683000
0.684000	0.467856	0.684000
0.685000	0.469225	0.685000
0.686000	0.470596	0.686000
0.687000	0.471969	0.687000
0.688000	0.473344	0.688000
0.689000	0.474721	0.689000
0.690000	0.476100	0.690000
0.691000	0.477481	0.691000
0.692000	0.478864	0.692000
0.693000	0.480249	0.693000
0.694000	0.481636	0.694000
0.695000	0.483025	0.695000
0.696000	0.484416	0.696000
0.697000	0.485809	0.697000
0.698000	0.487204	0.698000
0.699000	0.488601	0.699000
0.700000	0.490000	0.700000
0.701000	0.491401	0.701000
0.702000	0.492804	0.702000
0.703000	0.494209	0.703000
0.704000	0.495616	0.704000
0.705000	0.497025	0.705000
0.706000	0.498436	0.706000
0.707000	0.499849	0.707000
0.708000	0.501264	0.708000
0.709000	0.502681	0.709000
0.710000	0.504100	0.710000
0.711000	0.505521	0.711000
0.712000	0.506944	0.712000
0.713000	0.508369	0.713000
0.714000	0.509796	0.714000
0.715000	0.511225	0.715000
0.716000	0.512656	0.716000
0.717000	0.514089	0.717000
0.718000	0.515524	0.718000
0.719000	0.516961	0.719000
0.720000	0.518400	0.720000
0.721000	0.519841	0.721000
0.722000	0.521284	0.722000
0.723000	0.522729	0.723000
0.724000	0.524176	0.724000
0.725000	0.525625	0.725000
0.726000	0.527076	0.726000
0.727000	0.528529	0.727000
0.728000	0.529984	0.728000
0.729000	0.531441	0.729000
0.730000	0.532900	0.730000
0.731000	0.534361	0.731000
0.732000	0.535824	0.732000
0.733000	0.537289	0.733000
0.734000	0.538756	0.734000
0.735000	0.540225	0.735000
0.736000	0.541696	0.736000
0.737000	0.543169	0.737000
0.738000	0.544644	0.738000
0.739000	0.546121	0.739000
0.740000	0.547600	0.740000
0.741000	0.549081	0.741000
0.742000	0.550564	0.742000
0.743000	0.552049	0.743000
0.744000	0.553536	0.744000
0.745000	0.555025	0.745000
0.746000	0.556516	0.746000
0.747000	0.558009	0.747000
0.748000	0.559504	0.748000
0.749000	0.561001	0.749000
0.750000	0.562500	0.750000
0.751000	0.564001	0.751000
0.752000	0.565504	0.752000
0.753000	0.567009	0.753000
0.754000	0.568516	0.754000
0.755000	0.570025	0.755000
0.756000	0.571536	0.756000
0.757000	0.573049	0.757000
0.758000	0.574564	0.758000
0.759000	0.576081	0.759000
0.760000	0.577600	0.760000
0.761000	0.579121	0.761000
0.762000	0.580644	0.762000
0.763000	0.582169	0.763000
0.764000	0.583696	0.764000
0.765000	0.585225	0.765000
0.766000	0.586756	0.766000
0.767000	0.588289	0.767000
0.768000	0.589824	0.768000
0.769000	0.591361	0.769000
0.770000	0.592900	0.770000
0.771000	0.594441	0.771000
0.772000	0.595984	0.772000
0.773000	0.597529	0.773000
0.774000	0.599076	0.774000
0.775000	0.600625	0.775000
0.776000	0.602176	0.776000
0.777000	0.603729	0.777000
0.778000	0.605284	0.778000
0.779000	0.606841	0.779000
0.780000	0.608400	0.780000
0.781000	0.609961	0.781000
0.782000	0.611524	0.782000
0.783000	0.613089	0.783000
0.784000	0.614656	0.784000
0.785000	0.616225	0.785000
0.786000	0.617796	0.786000
0.787000	0.619369	0.787000
0.788000	0.620944	0.788000
0.789000	0.622521	0.789000
0.790000	0.624100	0.790000
0.791000	0.625681	0.791000
0.792000	0.627264	0.792000
0.793000	0.628849	0.793000
0.794000	0.630436	0.794000
0.795000	0.632025	0.795000
0.796000	0.633616	0.796000
0.797000	0.635209	0.797000
0.798000	0.636804	0.798000
0.799000	0.638401	0.799000
0.800000	0.640000	0.800000
0.801000	0.641601	0.801000
0.802000	0.643204	0.802000
0.803000	0.644809	0.803000
0.804000	0.646416	0.804000
0.805000	0.648025	0.805000
0.806000	0.649636	0.806000
0.807000	0.651249	0.807000
0.808000	0.652864	0.808000
0.809000	0.654481	0.809000
0.810000	0.656100	0.810000
0.811000	0.657721	0.811000
0.812000	0.659344	0.812000
0.813000	0.660969	0.813000
0.814000	0.662596	0.814000
0.815000	0.664225	0.815000
0.816000	0.665856	0.816000
0.817000	0.667489	0.817000
0.818000	0.669124	0.818000
0.819000	0.670761	0.819000
0.820000	0.672400	0.820000
0.821000	0.674041	0.821000
0.822000	0.675684	0.822000
0.823000	0.677329	0.823000
0.824000	0.678976	0.824000
0.825000	0.680625	0.825000
0.826000	0.682276	0.826000
0.827000	0.683929	0.827000
0.828000	0.685584	0.828000
0.829000	0.687241	0.829000
0.830000	0.688900	0.830000
0.831000	0.690561	0.831000
0.832000	0.692224	0.832000
0.833000	0.693889	0.833000
0.834000	0.695556	0.834000
0.835000	0.697225	0.835000
0.836000	0.698896	0.836000
0.837000	0.700569	0.837000
0.838000	0.702244	0.838000
0.839000	0.703921	0.839000
0.840000	0.705600	0.840000
0.841000	0.707281	0.841000
0.842000	0.708964	0.842000
0.843000	0.710649	0.843000
0.844000	0.712336	0.844000
0.845000	0.714025	0.845000
0.846000	0.715716	0.846000
0.847000	0.717409	0.847000
0.848000	0.719104	0.848000
0.849000	0.720801	0.849000
0.850000	0.722500	0.850000
0.851000	0.724201	0.851000
0.852000	0.725904	0.852000
0.853000	0.727609	0.853000
0.854000	0.729316	0.854000
0.855000	0.731025	0.855000
0.856000	0.732736	0.856000
0.857000	0.734449	0.857000
0.858000	0.736164	0.858000
0.859000	0.737881	0.859000
0.860000	0.739600	0.860000
0.861000	0.741321	0.861000
0.862000	0.743044	0.862000
0.863000	0.744769	0.863000
0.864000	0.746496	0.864000
0.865000	0.748225	0.865000
0.866000	0.749956	0.866000
0.867000	0.751689	0.867000
0.868000	0.753424	0.868000
0.869000	0.755161	0.869000
0.870000	0.756900	0.870000
0.871000	0.758641	0.871000
0.872000	0.760384	0.872000
0.873000	0.762129	0.873000
0.874000	0.763876	0.874000
0.875000	0.765625	0.875000
0.876000	0.767376	0.876000
0.877000	0.769129	0.877000
0.878000	0.770884	0.878000
0.879000	0.772641	0.879000
0.880000	0.774400	0.880000
0.881000	0.776161	0.881000
0.882000	0.777924	0.882000
0.883000	0.779689	0.883000
0.884000	0.781456	0.884000
0.885000	0.783225	0.885000
0.886000	0.784996	0.886000
0.887000	0.786769	0.887000
0.888000	0.788544	0.888000
0.889000	0.790321	0.889000
0.890000	0.792100	0.890000
0.891000	0.793881	0.891000
0.892000	0.795664	0.892000
0.893000	0.797449	0.893000
0.894000	0.799236	0.894000
0.895000	0.801025	0.895000
0.896000	0.802816	0.896000
0.897000	0.804609	0.897000
0.898000	0.806404	0.898000
0.899000	0.808201	0.899000
0.900000	0.810000	0.900000
0.901000	0.811801	0.901000
0.902000	0.813604	0.902000
0.903000	0.815409	0.903000
0.904000	0.817216	0.904000
0.905000	0.819025	0.905000
0.906000	0.820836	0.906000
0.907000	0.822649	0.907000
0.908000	0.824464	0.908000
0.909000	0.826281	0.909000
0.910000	0.828100	0.910000
0.911000	0.829921	0.911000
0.912000	0.831744	0.912000
0.913000	0.833569	0.913000
0.914000	0.835396	0.914000
0.915000	0.837225	0.915000
0.916000	0.839056	0.916000
0.917000	0.840889	0.917000
0.918000	0.842724	0.918000
0.919000	0.844561	0.919000
0.920000	0.846400	0.920000
0.921000	0.848241	0.921000
0.922000	0.850084	0.922000
0.923000	0.851929	0.923000
0.924000	0.853776	0.924000
0.925000	0.855625	0.925000
0.926000	0.857476	0.926000
0.927000	0.859329	0.927000
0.928000	0.861184	0.928000
0.929000	0.863041	0.929000
0.930000	0.864900	0.930000
